index,QaA,QaE,QbA,QbE,QcA,QcE,QdA,QdE,QeA,QeE,QfA,QfE,QgA,QgE,QhA,QhE,QiA,QiE,QjA,QjE,QkA,QkE,QlA,QlE,QmA,QmE,QnA,QnE,QoA,QoE,QpA,QpE,QqA,QqE,QrA,QrE,QsA,QsE,QtA,QtE,age_group,education,engnat,familysize,gender,hand,married,race,religion,tp01,tp02,tp03,tp04,tp05,tp06,tp07,tp08,tp09,tp10,urban,voted,wf_01,wf_02,wf_03,wr_01,wr_02,wr_03,wr_04,wr_05,wr_06,wr_07,wr_08,wr_09,wr_10,wr_11,wr_12,wr_13
32080,1.0,334,5.0,1079,5.0,1025,1.0,848,1.0,12075,1.0,500,1.0,515,5.0,1017,1.0,2884,5.0,974,1.0,1226,5.0,845,5.0,601,1.0,680,5.0,588,5.0,1017,1.0,570,1.0,673,5.0,660,5.0,1068,20s,2,2,2,Male,1,1,White,Christian_Catholic,2,2,2,5,0,2,3,2,0,6,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32081,1.0,1067,1.0,1846,4.0,1968,1.0,1105,5.0,1542,1.0,863,5.0,612,5.0,2713,5.0,1645,4.0,7701,4.0,2495,5.0,1204,5.0,4866,1.0,702,5.0,998,1.0,2155,2.0,944,1.0,777,5.0,711,4.0,1321,30s,4,2,5,Female,1,2,Asian,Other,4,5,1,2,0,2,1,5,1,1,2,2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
32082,3.0,724,2.0,242,4.0,1416,2.0,1704,3.0,1363,1.0,1250,5.0,1586,3.0,1120,4.0,5244,4.0,1309,5.0,1170,5.0,1363,4.0,1798,2.0,738,5.0,1638,5.0,1980,4.0,870,4.0,1008,4.0,1584,4.0,2096,10s,1,1,3,Male,1,1,Black,Christian_Catholic,2,4,1,5,0,2,1,2,4,5,2,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
32083,1.0,406,5.0,167,5.0,449,1.0,445,1.0,763,1.0,582,4.0,581,5.0,714,1.0,1514,5.0,821,1.0,833,5.0,947,5.0,1100,1.0,254,5.0,615,5.0,510,1.0,322,1.0,2622,5.0,317,5.0,491,10s,2,1,1,Female,1,1,White,Atheist,5,0,6,5,3,1,6,0,1,5,1,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32084,1.0,379,1.0,1433,4.0,690,1.0,822,1.0,775,1.0,662,5.0,666,1.0,1158,1.0,3641,1.0,1308,2.0,2536,5.0,860,1.0,1728,1.0,465,4.0,804,1.0,841,4.0,787,3.0,2718,5.0,619,4.0,841,40s,3,1,2,Male,2,1,White,Agnostic,4,5,2,5,4,2,2,3,2,5,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1
32085,2.0,1076,4.0,4391,5.0,1024,3.0,2616,4.0,2084,5.0,679,2.0,723,2.0,1707,5.0,4620,4.0,2272,5.0,1297,5.0,2086,2.0,1829,3.0,1108,4.0,898,5.0,966,3.0,1649,4.0,2032,3.0,1298,2.0,2307,20s,4,2,2,Female,2,1,Asian,Christian_Protestant,5,2,1,0,0,0,2,1,4,6,2,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1
32086,3.0,430,5.0,1156,5.0,4690,1.0,774,2.0,426,1.0,448,1.0,683,4.0,1519,5.0,1665,5.0,1256,5.0,1697,5.0,737,5.0,911,1.0,405,5.0,1505,5.0,992,4.0,803,1.0,1591,3.0,959,5.0,1198,10s,2,1,1,Male,3,1,White,Christian_Catholic,0,2,0,6,0,2,2,6,0,6,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
32087,3.0,946,2.0,1175,2.0,799,2.0,669,4.0,973,1.0,823,2.0,1072,1.0,983,4.0,2123,1.0,803,4.0,1659,5.0,1106,2.0,744,2.0,1192,2.0,830,1.0,595,4.0,880,3.0,796,4.0,884,1.0,1356,30s,3,1,2,Female,1,1,White,Agnostic,1,5,1,3,1,5,1,5,4,6,2,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
32088,3.0,871,4.0,234,4.0,1130,1.0,789,1.0,2421,5.0,862,1.0,1266,1.0,1017,5.0,1089,5.0,1945,5.0,760,1.0,573,5.0,1208,5.0,405,1.0,894,2.0,2139,5.0,2049,5.0,616,4.0,2920,1.0,1286,40s,3,1,2,Female,3,2,White,Christian_Protestant,6,2,0,0,2,1,0,1,5,6,3,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
32089,2.0,807,5.0,2124,3.0,2210,1.0,1022,2.0,6196,1.0,1155,1.0,1744,4.0,2010,3.0,5763,2.0,4287,3.0,1350,5.0,1384,4.0,990,1.0,873,4.0,1103,2.0,3897,2.0,730,1.0,1366,4.0,1003,4.0,1509,30s,3,1,2,Female,1,2,White,Other,5,3,0,6,1,1,5,6,4,6,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
32090,2.0,589,1.0,1413,1.0,1677,2.0,509,3.0,1047,5.0,939,5.0,634,1.0,1378,5.0,1230,1.0,1512,3.0,1251,5.0,2366,1.0,1175,5.0,517,1.0,666,3.0,981,3.0,863,5.0,989,1.0,635,2.0,1149,20s,4,2,2,Female,1,1,White,Christian_Other,1,0,1,0,1,5,3,4,5,4,3,2,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
32091,2.0,556,5.0,916,2.0,826,2.0,1627,1.0,1098,1.0,552,1.0,927,1.0,916,2.0,1714,5.0,1062,3.0,1489,5.0,858,5.0,656,2.0,675,5.0,628,5.0,1338,1.0,547,5.0,737,5.0,616,5.0,1623,10s,1,1,2,Female,1,1,White,Atheist,2,2,0,1,2,0,0,6,0,4,2,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
32092,4.0,249,1.0,568,1.0,1619,2.0,6012,2.0,713,4.0,1275,5.0,547,1.0,858,5.0,645,1.0,3143,5.0,487,5.0,832,4.0,501,4.0,984,4.0,3111,3.0,1377,4.0,353,5.0,925,4.0,804,2.0,598,10s,2,1,3,Female,1,1,White,Atheist,6,2,4,0,6,1,1,0,6,1,3,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
32093,2.0,453,1.0,1158,5.0,457,2.0,781,2.0,806,1.0,326,1.0,348,1.0,1031,2.0,1148,5.0,731,3.0,696,5.0,952,4.0,519,2.0,811,4.0,428,5.0,451,1.0,250,1.0,454,3.0,589,4.0,570,30s,3,2,3,Male,1,1,White,Agnostic,1,1,3,5,3,5,3,2,2,3,2,2,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
32094,2.0,525,1.0,715,2.0,584,4.0,380,4.0,1439,2.0,716,1.0,651,4.0,1349,5.0,1770,4.0,595,5.0,190,5.0,828,4.0,462,2.0,474,2.0,921,2.0,718,4.0,360,2.0,816,4.0,755,1.0,570,10s,2,1,3,Female,1,1,White,Christian_Protestant,5,4,2,0,1,0,1,1,4,5,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
32095,1.0,454,1.0,1540,5.0,826,1.0,1092,1.0,1764,1.0,564,1.0,817,1.0,3278,3.0,3111,1.0,960,3.0,1304,1.0,2062,1.0,1309,1.0,671,3.0,1416,1.0,4157,1.0,366,3.0,2988,4.0,2100,1.0,2250,20s,3,1,3,Female,1,1,Black,Muslim,6,4,0,5,1,0,4,0,2,6,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32096,3.0,395,5.0,1097,5.0,1340,4.0,1242,2.0,1620,4.0,1051,4.0,1028,5.0,4740,5.0,200,5.0,2509,2.0,4311,5.0,2086,5.0,1264,5.0,634,1.0,699,5.0,922,4.0,1039,5.0,1471,3.0,8385,5.0,720,10s,2,1,2,Male,2,1,Other,Atheist,1,1,0,2,0,3,4,6,2,4,3,2,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
32097,4.0,357,2.0,809,4.0,512,1.0,773,2.0,757,2.0,429,2.0,429,1.0,1114,5.0,907,2.0,701,3.0,943,4.0,816,4.0,467,4.0,256,4.0,392,1.0,419,5.0,344,3.0,438,2.0,1061,1.0,1204,20s,3,1,2,Female,1,1,White,Agnostic,4,4,2,3,1,5,0,4,4,6,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32098,1.0,731,1.0,1071,5.0,859,1.0,868,1.0,1356,2.0,731,1.0,422,1.0,994,2.0,2602,4.0,6457,4.0,1545,5.0,1232,1.0,1196,1.0,436,1.0,1357,1.0,1266,4.0,944,1.0,1295,4.0,850,2.0,1567,20s,4,2,1,Male,1,1,Asian,Agnostic,0,6,1,6,1,4,1,5,0,2,3,2,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
32099,1.0,628,1.0,2980,5.0,821,2.0,10196,3.0,2860,5.0,450,1.0,955,2.0,8211,5.0,4755,1.0,866,5.0,1861,5.0,706,1.0,3606,5.0,1197,1.0,748,1.0,817,3.0,1162,5.0,7120,1.0,490,1.0,851,10s,2,1,2,Male,1,1,White,Atheist,0,0,1,5,0,5,0,2,1,6,2,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
32100,2.0,397,2.0,5647,4.0,792,1.0,688,1.0,4210,2.0,20690,5.0,1094,1.0,1509,4.0,2153,5.0,1818,4.0,918,4.0,2566,2.0,8505,4.0,2898,4.0,3938,2.0,908,2.0,779,4.0,3987,5.0,1295,4.0,1841,40s,4,1,3,Male,1,2,White,Christian_Other,4,3,0,6,1,1,1,6,0,5,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
32101,2.0,361,4.0,1529,4.0,1392,1.0,1365,2.0,1811,2.0,981,3.0,2314,2.0,1562,3.0,3880,2.0,2223,2.0,2985,3.0,2763,4.0,2316,1.0,812,4.0,852,4.0,1132,2.0,523,2.0,2775,4.0,2842,5.0,718,10s,1,2,3,Male,1,1,White,Agnostic,3,0,2,2,1,0,4,2,3,6,3,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
32102,3.0,697,4.0,1664,4.0,977,2.0,884,2.0,845,1.0,701,1.0,716,3.0,682,2.0,1350,5.0,648,2.0,2719,5.0,1800,4.0,653,1.0,446,5.0,441,3.0,921,2.0,1327,1.0,731,4.0,343,5.0,716,20s,3,2,2,Male,1,1,Asian,Hindu,4,6,2,6,1,1,2,2,2,3,3,2,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
32103,1.0,473,4.0,2050,5.0,1970,1.0,2300,1.0,1752,1.0,1022,2.0,1107,4.0,2637,2.0,4230,5.0,2193,3.0,2837,5.0,2118,5.0,1439,2.0,1296,5.0,810,5.0,1131,2.0,696,2.0,1193,4.0,1096,5.0,1683,50s,3,2,2,Male,1,1,White,Christian_Catholic,5,0,0,0,6,5,5,0,5,5,2,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0
32104,5.0,852,1.0,1284,1.0,1097,4.0,703,5.0,895,5.0,533,5.0,1432,1.0,1288,5.0,1999,3.0,2204,5.0,1313,5.0,1567,1.0,751,5.0,518,1.0,629,1.0,1253,5.0,292,5.0,929,1.0,485,1.0,1148,40s,2,1,5,Female,1,3,White,Atheist,4,2,0,2,0,2,1,4,0,4,1,2,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
32105,2.0,802,1.0,948,2.0,772,1.0,1121,3.0,2030,4.0,919,4.0,628,1.0,717,5.0,2208,2.0,1162,5.0,980,5.0,834,3.0,1025,2.0,434,1.0,1159,2.0,767,2.0,661,5.0,946,1.0,822,1.0,2836,30s,3,1,1,Female,1,2,White,Atheist,3,3,4,2,2,2,0,4,4,5,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
32106,2.0,831,1.0,4303,1.0,787,1.0,480,4.0,571,1.0,519,4.0,2659,1.0,1274,2.0,1192,3.0,756,4.0,759,5.0,827,3.0,783,2.0,665,4.0,2093,3.0,1046,5.0,902,3.0,3830,4.0,514,4.0,1962,30s,4,1,3,Female,2,2,White,Agnostic,1,1,1,4,0,5,1,6,2,5,2,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
32107,3.0,738,2.0,1498,3.0,1229,5.0,2608,1.0,1315,2.0,804,2.0,655,3.0,1831,3.0,102715,5.0,230719,4.0,1492,4.0,1970,4.0,1022,4.0,68228,5.0,2798,4.0,1752,4.0,299318,5.0,1484,3.0,1016,5.0,1467,20s,3,2,3,Female,1,1,Asian,Agnostic,5,2,2,5,2,0,1,4,1,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
32108,2.0,1509,4.0,749,5.0,840,1.0,562,2.0,1230,1.0,1047,1.0,374,2.0,1439,1.0,1803,5.0,906,2.0,1016,2.0,923,3.0,572,1.0,457,4.0,626,5.0,932,3.0,840,2.0,861,5.0,645,5.0,840,10s,3,1,2,Male,2,1,White,Christian_Protestant,4,4,1,4,4,1,3,6,0,1,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32109,4.0,1702,2.0,1270,2.0,1078,2.0,998,4.0,1102,2.0,763,1.0,636,2.0,3753,1.0,1673,1.0,1535,5.0,1025,1.0,1441,1.0,804,3.0,2165,2.0,1048,1.0,1095,4.0,684,5.0,1392,2.0,794,5.0,911,20s,3,2,2,Male,1,1,Asian,Hindu,4,6,0,6,1,0,0,6,0,5,3,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
32110,1.0,398,2.0,2822,4.0,1040,3.0,1685,3.0,654,1.0,923,1.0,1123,1.0,1494,1.0,3751,2.0,1160,1.0,2120,5.0,816,3.0,864,1.0,271,4.0,852,2.0,1387,5.0,1995,2.0,1500,5.0,319,2.0,784,20s,2,1,2,Female,1,1,White,Atheist,4,3,3,0,2,1,4,1,6,2,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32111,1.0,660,5.0,1530,4.0,1388,1.0,1003,1.0,1766,5.0,1254,1.0,939,1.0,2309,5.0,2631,5.0,1376,3.0,1794,4.0,1576,5.0,3732,3.0,624,5.0,1025,1.0,1210,3.0,939,3.0,4306,5.0,719,5.0,1586,20s,4,2,2,Male,1,1,Asian,Hindu,0,1,0,5,1,5,1,6,4,6,2,2,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
32112,3.0,694,5.0,1252,5.0,1161,1.0,893,2.0,1387,3.0,948,1.0,1202,3.0,2997,3.0,1201,5.0,2117,3.0,975,5.0,1125,5.0,1124,2.0,581,4.0,577,5.0,1614,2.0,450,1.0,774,5.0,410,4.0,710,30s,4,2,2,Female,1,3,Asian,Christian_Catholic,0,1,1,1,3,6,2,1,4,5,3,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
32113,1.0,462,4.0,1287,5.0,575,2.0,933,5.0,890,4.0,827,1.0,459,3.0,936,1.0,907,4.0,1828,5.0,258,5.0,33319,4.0,588,5.0,94,5.0,1202,2.0,1826,1.0,260,5.0,802,4.0,596,3.0,950,20s,3,2,2,Female,1,1,Other,Christian_Catholic,2,4,4,1,1,4,2,1,6,5,3,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
32114,3.0,287,1.0,760,4.0,1571,2.0,465,2.0,727,5.0,350,5.0,818,1.0,1011,3.0,822,2.0,990,5.0,608,4.0,1145,4.0,560,4.0,335,1.0,491,2.0,534,4.0,915,3.0,520,4.0,491,4.0,453,30s,2,1,2,Female,1,1,White,Christian_Catholic,6,6,0,5,4,0,0,4,0,4,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32115,1.0,1157,5.0,4509,5.0,1934,1.0,9087,5.0,1598,5.0,2150,5.0,456,1.0,2667,4.0,6579,4.0,2459,5.0,1042,3.0,1023,4.0,698,3.0,11628,3.0,748,5.0,4883,3.0,473,4.0,5904,2.0,1094,5.0,3125,20s,3,2,5,Male,2,1,Asian,Muslim,0,6,3,5,0,6,0,2,1,5,2,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
32116,1.0,430,3.0,750,4.0,541,1.0,503,5.0,1419,1.0,503,4.0,520,3.0,1094,1.0,1574,5.0,621,1.0,1152,5.0,644,4.0,653,2.0,370,5.0,702,5.0,675,2.0,516,3.0,1120,4.0,653,4.0,831,20s,2,2,1,Female,1,1,Asian,Hindu,5,2,2,4,0,1,3,2,3,6,3,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
32117,2.0,772,5.0,986,4.0,1086,1.0,897,2.0,1784,2.0,575,3.0,914,1.0,1579,2.0,2309,4.0,1734,2.0,1340,5.0,2449,2.0,1427,2.0,577,5.0,799,2.0,1396,2.0,511,2.0,2776,5.0,928,5.0,1557,10s,2,1,1,Female,2,1,White,Atheist,5,1,5,1,1,4,6,3,4,3,3,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
32118,2.0,929,4.0,1031,5.0,715,2.0,955,5.0,1031,2.0,530,1.0,481,4.0,1327,4.0,16663,3.0,891,4.0,1272,5.0,758,4.0,641,2.0,1412,1.0,800,4.0,793,1.0,559,1.0,1484,1.0,524,2.0,967,40s,2,1,3,Male,1,2,White,Atheist,0,2,2,6,1,5,2,4,2,4,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32119,2.0,449,4.0,778,2.0,1182,2.0,1919,2.0,1232,1.0,541,2.0,2450,3.0,1085,4.0,2545,5.0,1433,4.0,1544,4.0,20458,5.0,449,3.0,1088,5.0,973,4.0,8641,3.0,757,3.0,1032,5.0,1536,3.0,1366,10s,2,2,3,Female,1,1,Other,Atheist,5,3,1,0,2,0,4,6,2,3,3,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
32120,1.0,309,1.0,1085,2.0,514,2.0,1128,2.0,1109,4.0,661,4.0,833,2.0,4912,4.0,3778,4.0,4171,4.0,1492,4.0,4957,1.0,895,4.0,421,4.0,833,4.0,628,2.0,390,1.0,6731,5.0,1226,1.0,11710,10s,1,1,3,Female,1,1,White,Christian_Other,0,2,0,1,0,6,0,6,2,5,2,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
32121,2.0,387,5.0,472,5.0,366,1.0,549,1.0,782,1.0,173,2.0,539,4.0,596,1.0,814,4.0,1187,5.0,446,4.0,366,4.0,466,4.0,527,4.0,379,2.0,398,5.0,324,2.0,761,4.0,324,4.0,689,20s,3,1,2,Female,1,2,White,Christian_Other,2,4,1,6,0,4,5,6,5,5,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
32122,1.0,359,5.0,429,5.0,346,1.0,512,5.0,481,3.0,543,4.0,663,5.0,770,2.0,1755,5.0,732,4.0,1082,3.0,1017,4.0,820,2.0,302,5.0,1089,5.0,458,2.0,390,4.0,357,5.0,386,4.0,695,10s,1,2,4,Male,1,1,Asian,Muslim,5,4,1,4,4,1,1,2,0,0,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32123,1.0,493,5.0,756,5.0,537,1.0,747,2.0,2050,1.0,508,5.0,665,4.0,1220,4.0,2035,5.0,1345,2.0,959,5.0,589,5.0,542,1.0,374,5.0,687,4.0,1702,2.0,620,5.0,665,5.0,560,5.0,738,60s,0,1,2,Female,1,2,White,Christian_Protestant,2,3,0,3,1,1,0,6,1,5,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32124,1.0,342,5.0,1461,5.0,986,3.0,1029,1.0,1126,2.0,527,2.0,615,4.0,1923,2.0,1557,5.0,702,3.0,874,4.0,1283,5.0,803,3.0,628,5.0,732,3.0,989,1.0,555,3.0,1249,4.0,976,4.0,711,10s,2,2,2,Female,1,1,White,Christian_Other,4,2,3,5,3,0,2,6,0,5,3,2,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
32125,3.0,608,2.0,1089,2.0,1031,2.0,1724,3.0,601,4.0,2314,4.0,973,3.0,1399,5.0,1174,2.0,955,5.0,1123,5.0,920,3.0,1390,5.0,728,2.0,998,4.0,751,4.0,637,5.0,1165,3.0,1250,5.0,1802,20s,2,1,2,Female,1,1,Asian,Atheist,1,5,1,5,1,2,1,2,0,5,2,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
32126,3.0,564,4.0,2806,2.0,740,1.0,803,3.0,940,2.0,995,2.0,482,4.0,1692,4.0,1680,3.0,905,5.0,869,3.0,2019,4.0,671,4.0,593,4.0,1287,3.0,743,5.0,608,4.0,699,4.0,758,3.0,690,40s,4,2,3,Female,1,2,White,Christian_Protestant,4,2,1,4,5,1,2,5,1,3,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32127,2.0,9624,1.0,8726,3.0,11815,3.0,5373,1.0,7783,2.0,15235,2.0,5362,3.0,6528,4.0,12712,4.0,7418,5.0,5127,5.0,5224,2.0,8607,4.0,5629,4.0,10461,4.0,5782,1.0,6053,4.0,14048,2.0,6551,2.0,8761,60s,4,1,4,Male,1,2,White,Other,1,5,1,5,0,2,1,5,4,5,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
32128,2.0,631,1.0,1487,4.0,1810,2.0,1014,5.0,1580,4.0,504,4.0,842,1.0,1454,4.0,3195,3.0,1086,5.0,1732,5.0,1648,2.0,1867,4.0,396,1.0,2214,2.0,1026,5.0,957,1.0,1381,1.0,661,3.0,2275,40s,3,1,2,Female,1,2,White,Atheist,5,3,0,6,1,2,4,6,0,6,3,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
32129,1.0,389,5.0,3909,5.0,715,1.0,1872,1.0,1086,3.0,1693,3.0,840,2.0,1711,5.0,1874,4.0,1941,5.0,1204,5.0,893,5.0,1079,2.0,1709,5.0,978,5.0,700,2.0,724,4.0,1595,5.0,586,5.0,988,20s,3,1,2,Male,1,1,White,Atheist,0,1,0,6,2,4,5,4,0,3,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
32130,1.0,253,5.0,765,5.0,602,1.0,744,5.0,931,1.0,561,1.0,279,1.0,1433,1.0,1180,5.0,692,1.0,845,5.0,855,5.0,576,1.0,622,5.0,501,5.0,697,1.0,373,1.0,739,5.0,531,5.0,600,10s,2,1,2,Male,1,1,White,Atheist,6,0,0,6,6,0,6,1,0,0,2,2,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
32131,1.0,389,5.0,1098,5.0,474,2.0,826,1.0,1608,1.0,577,4.0,1115,5.0,1026,3.0,1197,5.0,1755,1.0,347,5.0,1495,4.0,1050,4.0,850,4.0,1072,5.0,888,1.0,558,4.0,1665,4.0,1083,5.0,536,20s,3,1,2,Male,1,1,Other,Other,1,4,2,6,1,3,3,5,1,2,2,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
32132,2.0,646,2.0,1677,3.0,4909,2.0,1436,4.0,1392,4.0,2456,3.0,3399,1.0,1630,4.0,2419,5.0,4842,4.0,2837,4.0,1844,3.0,953,2.0,2074,5.0,925,2.0,2738,3.0,1089,2.0,3846,4.0,647,5.0,1975,10s,2,2,2,Male,1,1,Asian,Hindu,2,3,5,3,1,1,1,1,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
32133,2.0,498,1.0,864,1.0,646,1.0,1106,5.0,1955,1.0,1527,5.0,646,1.0,917,2.0,1643,1.0,1021,5.0,889,5.0,845,1.0,588,5.0,378,1.0,630,1.0,758,5.0,441,5.0,678,1.0,649,1.0,905,30s,3,2,1,Female,1,2,White,Atheist,1,4,3,4,1,4,0,1,4,6,3,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0
32134,1.0,709,5.0,943,5.0,748,2.0,1373,5.0,1904,2.0,875,1.0,1357,5.0,891,2.0,2083,5.0,929,4.0,927,4.0,2161,5.0,811,1.0,674,5.0,563,5.0,696,2.0,668,2.0,950,5.0,504,5.0,6924,20s,3,2,2,Male,1,1,Asian,Christian_Protestant,0,0,0,2,0,5,6,6,3,4,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
32135,1.0,519,5.0,819,4.0,1248,1.0,612,1.0,1416,1.0,664,1.0,604,4.0,1703,1.0,1611,5.0,964,2.0,886,5.0,1602,5.0,612,2.0,581,4.0,881,5.0,555,1.0,505,1.0,1822,5.0,345,5.0,605,20s,3,1,2,Male,3,1,White,Atheist,1,1,1,5,0,2,5,6,0,3,2,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
32136,1.0,381,5.0,822,5.0,584,1.0,1119,3.0,1241,1.0,613,2.0,1073,3.0,1250,3.0,2531,4.0,931,5.0,953,5.0,773,5.0,993,2.0,728,4.0,736,4.0,724,2.0,726,1.0,1065,4.0,874,2.0,1282,20s,2,2,1,Male,1,1,White,Atheist,6,0,5,1,2,1,4,2,4,2,3,2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
32137,1.0,332,5.0,1210,5.0,575,1.0,746,1.0,1531,1.0,455,1.0,346,1.0,1270,5.0,1979,5.0,630,1.0,2526,5.0,816,5.0,486,1.0,307,5.0,585,5.0,789,1.0,329,1.0,980,3.0,662,5.0,644,20s,2,1,1,Female,1,3,White,Agnostic,3,6,0,6,1,0,2,1,3,6,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32138,1.0,233,2.0,544,5.0,600,1.0,860,1.0,1013,1.0,709,2.0,866,1.0,1952,2.0,1756,5.0,930,1.0,840,5.0,636,5.0,564,1.0,341,5.0,639,4.0,1187,1.0,476,1.0,1389,5.0,497,4.0,1058,20s,3,1,1,Male,1,1,Black,Christian_Protestant,2,2,0,4,4,3,1,4,0,1,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
32139,2.0,785,2.0,651,2.0,368,2.0,522,2.0,762,1.0,461,4.0,564,2.0,1661,4.0,1451,5.0,1086,2.0,994,4.0,597,4.0,691,3.0,462,4.0,638,2.0,665,2.0,738,2.0,512,5.0,655,4.0,785,20s,2,1,3,Male,1,1,Other,Agnostic,2,2,1,4,2,4,4,3,2,2,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
32140,1.0,447,5.0,733,4.0,710,1.0,288,1.0,760,1.0,358,1.0,360,4.0,1752,2.0,1843,5.0,682,1.0,1142,5.0,664,5.0,400,1.0,713,5.0,644,1.0,512,4.0,641,4.0,828,2.0,1041,5.0,597,10s,2,1,2,Female,1,1,White,Atheist,6,2,1,2,4,1,1,0,1,5,1,2,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
32141,3.0,501,4.0,2240,2.0,143,1.0,1105,5.0,1805,1.0,747,2.0,515,3.0,1184,1.0,1095,2.0,1598,1.0,1663,4.0,1472,2.0,170,2.0,651,2.0,1077,2.0,1024,3.0,549,2.0,774,4.0,707,5.0,840,10s,2,2,0,Female,1,1,Asian,Christian_Other,2,2,1,0,1,3,4,1,3,2,3,2,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
32142,4.0,1227,1.0,3131,4.0,1236,2.0,1255,2.0,1902,4.0,655,4.0,745,3.0,1235,2.0,3717,4.0,1202,4.0,915,5.0,1822,4.0,1288,4.0,1789,4.0,938,4.0,977,3.0,962,4.0,1396,4.0,823,4.0,1607,30s,2,2,9,Male,1,3,Other,Christian_Other,1,1,0,2,1,2,1,5,1,5,1,2,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
32143,2.0,534,5.0,1345,5.0,635,1.0,929,1.0,1667,1.0,665,5.0,804,4.0,1630,2.0,1628,4.0,1609,5.0,921,5.0,899,4.0,671,2.0,1061,4.0,1109,4.0,6669,4.0,554,2.0,1232,4.0,1143,4.0,1141,50s,2,1,5,Male,1,2,Black,Atheist,1,2,1,6,1,2,1,5,0,5,3,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
